english,hindi
daravaaje,दरवाजे
iradaa,इरदा
lutaani,लुटानी
katein,कटें
katen,कटें
jawaani,ज़वानी
pasandida,पसंदीदा
qavvaal,क़व्वाल
asraani,असरानी
hojaane,होजाने
gulbule,गुलबुले
gulgule,गुलगुले
zanaab,ज़नाब
karnal,कर्नल
tipsi,टिप्सी
muaafi,मुआफ़ी
jaana,ज़ाना
gaanvaana,गाँवाना
daave,दावे
parahaad,परहाद
zabeen,ज़बीं
zabin,ज़बीं
dikhalaaye,दिखलाये
dikhlaaye,दिखलाये
zaani,ज़ानी
daawatein,दावतें
daavatein,दावतें
hoho,होहो
sajeelaa,सजीला
sajeela,सजीला
sajila,सजीला
dharon,धारों
dhaaron,धारों
chitake,चिटके
puuchhiye,पूछिये
poochhiye,पूछिये
bulabulo,बुलबुलो
qaidiyon,क़ैदियों
sitaaro,सितारो
sitaron,सितारो
paniyaan,पनियाँ
khaay,खाय
hansni,हँसनी
hansini,हँसनी
daayen,दाएं
bati,बती
humnashi,हमनशी
lagaakar,लगाकर
lagakar,लगाकर
marmari,मर्मरी
pilwaaye,पिलवाए
shikavon,शिकवों
bujhaayenge,बुझायेंगे
lagayenge,लगायेंगे
jhukaayenge,झुकायेंगे
simhaasan,सिम्हासन
gwaalan,ग्वालन
jhilmilaane,झिलमिलाने
jhilamilaane,झिलमिलाने
katega,कटेगा
kategaa,कटेगा
jalak,झलक
chamkaya,चमकाया
chamkaaya,चमकाया
bachega,बचेगा
bachegaa,बचेगा
aaen,आएँ
pahanaayen,पहनाएँ
khushnuma,खुशनुमा
chun,छुन
chhun,छुन
dohraoon,दोहराऊँ
ithlaaye,इठलाये
tohfe,तोहफ़े
tohafe,तोहफ़े
basayen,बसायें
rachnewali,रचनेवाली
anganai,अंगनाई
sajeeli,सजीली
sajili,सजीली
baawali,बावली
baavali,बावली
jataaya,जताया
jataayaa,जताया
pahanogi,पहनोगी
paradesiyon,परदेसियों
chulabula,चुलबुला
maili,मैली
bida,बिदा
taanum,तानुम
kete,केटे
keta,केट
paag,पाग
paran,परण
taam,ताम
guzarataa,ग़ुज़रता
nuktaachin,नुक्ताचीं
sos,सोस
aankhon,आँखोन
ankhon,आँखोन
tamaheed,तमहीद
tamahid,तमहीद
lazzat,लज़्ज़त
saraaho,सराहो
saraahogi,सराहोगी
karaaho,कराहो
karaahogi,कराहोगी
nibhaao,निभाओ
nibhaaogi,निभाओगी
nibhaogi,निभाओगी
rruten,रुतें
kudako,ख़ुदको
chhut,छुट
dolata,डोलता
dolta,डोलता
banuun,बनूं
mukarana,मुकरना
mukaranaa,मुकरना
mukarna,मुकरना
bikharana,बिखरना
khushamad,खुशामद
khataon,खताओं
talim,तालीम
churatey,चुराते
ashiyaane,अशियाने
signal,सिगनल
patari,पटरी
pattri,पटरी
patri,पटरी
faand,फ़ांद
qaafila,काफ़िला
bahalata,बहलता
chahoonga,चाहूँगा
jaanateen,जानतीं
kahade,कहदे
naadaanon,नादानों
akhir,अखिर
sunuun,सुनूं
sunaateen,सुनातीं
paraanda,परांदा
sambhaalani,सम्भालनी
siraphire,सिरफिरे
sochi,सोची
malata,मलता
malataa,मलता
tip,टीप
tap,टाप
chaliye,चलिये
qasoor,क़सूर
qusoor,क़सूर
qasuur,क़सूर
siyaahii,सियाही
siyaahi,सियाही
siyaahee,सियाही
daamaan,दामान
anchal,आंचल
akaash,आकाश
atakan,अटकन
chatokan,चटोकन
gend,गेंद
geind,गेंद
munaa,मुना
ballaa,बल्ला
baithegaa,बैठेगा
lgaayegaa,ल्गायेगा
kodaa,कोड़ा
ghuumegaa,घूमेगा
ghoomega,घूमेगा
phayda,फायदा
dhalengii,ढलेंगी
padhoge,पढ़ोगे
badhoge,बढ़ोगे
jaahil,जाहिल
imaan,इमान
imaanadaar,इमानदार
nigehabaa,निगेहबा
nigehaba,निगेहबा
tiitar,तीतर
teetar,तीतर
murga,मुर्गा
mazadoor,मज़दूर
bazaar,बज़ार
gajug,गजुग
ib,इब
deeni,दीनी
rangaraliyaa,रंगरेलियाँ
pahanaao,पहनाओ
adana,अदना
faile,फ़ैले
fasaana,फ़सान
nashinon,नशीनों
eks,एक्स
mita,मीता
meeta,मीता
junoon,जुनोओन
pesha,पेशा
khaayo,खायो
khayo,खायो
bhatakyon,भटक्यों
lakuti,लकुटि
nachaayo,नचायो
sooradaas,सोओरदास
hin,हीन
bainyya,बैंय्या
sunaaenge,सुनाएंगे
sunaayenge,सुनाएंगे
bichhaaenge,बिछाएंगे
bichhayenge,बिछाएंगे
bikharaaenge,बिखराएंगे
gilein,गिलें
shikawein,शिकवें
chalothik,चलोठीक
rulaaenge,रुलाएंगे
hasenge,हसेंगे
hasaaenge,हसाएंगे
chhupaayenge,छुपाएँगे
chupayenge,छुपाएँगे
safedi,सफ़ेदी
misare,मिसरे
maasuumiyat,मासूमियत
maasoomiyat,मासूमियत
masoomiyat,मासूमियत
humma,हम्मा
hamma,हम्मा
chhodu,छोड़ू
zindagi,जिन्दगी
jindagee,जिन्दगी
baiyyaa,बैया
baiya,बैया
kahaaron,कहारों
nandaniyaa,नन्दनिया
pahanaauungii,पहनाऊंगी
paanchavaa,पांचवा
jadhi,झड़ी
jadi,झड़ी
sanwarne,संवरने
sanvarane,संवरने
jaaniye,जानिये
beliya,बेलिया
viraaniyaan,वीरानियां
bachapana,बचपना
bachapanaa,बचपना
rulaayega,रुलाएगा
kaarawaan,कारवान
caravan,कारवान
inasaaniyat,इनसानियत
taajadaaron,ताजदारों
dhaavo,ढावो
thens,ठेंस
agaadi,अगाड़ी
pichaadi,पिछाड़ी
tarasaate,तरसाते
muskaate,मुस्काते
banogi,बनोगी
lapeta,लपेटा
gir,गीर
hasogi,हँसोगी
dharogi,धरोगी
kaunse,कौनसे
rove,रोवे
aanevaalii,आनेवाली
pahanenge,पहनेंगे
bhidate,भिड़ते
dukkon,दुक्कों
zamanaa,ज़मना
laadalon,लाडलों
idhaar,इधार
sitaaren,सितारें
sitaarein,सितारें
narmiyaan,नरमियां
surkhiyaan,सुर्खियां
surkhiyan,सुर्खियां
poojoon,पूजूं
sehmey,सहमें
sehamein,सहमें
humsayee,हमसाए
fizaa,फ़िज़ां
fizaan,फ़िज़ां
laachari,लाचारी
murda,मुरदा
sandese,संदेसे
narmi,नरमी
shaadmani,शादमानी
shaadamaani,शादमानी
milli,मिल्ली
hehe,हेहे
hehehehe,हेहेहेहे
baba,बब
bababababa,बबबबब
naazaneenon,नाज़नीनों
bedar,बेदर
dhundhoge,ढूँढोगे
chhudaaye,छुड़ाये
maans,माँस
patni,पत्नि
gyaarah,ग्यारह
gyarah,ग्यारह
maaraamaaraama,मारामारामा
kalti,कल्टी
lakeelaa,लकीला
haabahoobaa,हाबहूबा
labaalooba,लबालूबा
bhibidiika,भिबिड़ीका
vu,वू
chamako,चमको
bijaliya,बिजलिया
daminiya,दमिनिया
damako,दमको
aakaah,आकाह
baandhen,बाँधें
nirakh,निरख
mukut,मुकुट
mod,मोद
lajili,लजीली
saakaar,साकार
shuruwaat,शुरुआत
shuruaat,शुरुआत
bhaanja,भांजा
usi,उसि
ussi,उसि
kahado,कहदो
kehdo,कहदो
saleeka,सलीका
saliikaa,सलीका
sehraav,सेहराव
seharaav,सेहराव
muunuu,मुनू
munu,मुनू
usise,उसीसे
paradesan,परदेसन
bitaane,बिताने
kaatane,काटने
vaan,वाँ
waan,वाँ
bechate,बेचते
duukaan,दूकान
bekaab,बेख़ाब
mushq,मुश्क़
ganvaate,गँवाते
kutte,कुत्ते
ritein,रीतें
piyava,पियवा
maahin,माहीं
khulata,खुलता
khulataa,खुलता
khulta,खुलता
taali,टाली
taalii,टाली
ada,आदा
aada,आदा
maamata,मामता
tauli,तौली
thukaraata,ठुकराता
thukraataa,ठुकराता
thukaraataa,ठुकराता
pijiye,पीजिये
rupaiya,रुपया
rupaya,रुपया
rupiya,रुपया
kamaate,कमाते
karte,कर्ते
chalakte,छलकते
chuke,चूके
chhudana,छुड़ाना
chhudaanaa,छुड़ाना
chudana,छुड़ाना
chhodaana,छुड़ाना
chhudaana,छुड़ाना
palaqon,पलक़ों
khevayya,खेवय्या
ladaaye,लड़ाये
gehara,गेहरा
jhulaaye,झुलाए
jhulaae,झुलाए
laalana,लालन
sapnon,सप्नों
jhilmilaaye,झिल्मिलाए
dipamaala,दीपमाला
palakan,पलकन
palkan,पलकन
chhupaaiyo,छुपाइयो
bulaaun,बुलाऊँ
bulaau,बुलाऊँ
bulaaoon,बुलाऊँ
bulaayuun,बुलाऊँ
bulaauun,बुलाऊँ
banabanake,बनबनके
saaneha,सानेहा
saanehaa,सानेहा
bayaabaan,बयाबान
behis,बेहिस
rafiqon,रफ़ीक़ो
baazigar,बाज़ीगर
insaan,इंसां
aazmaa,आज़मां
aazmaan,आज़मां
juwa,जुआ
jua,जुआ
aaftaab,आफ़ताब
aafataab,आफ़ताब
aafatab,आफ़ताब
aaftab,आफ़ताब
kharid,खरीद
dosh,दोश
gwal,ग्वाल
gvaal,ग्वाल
sahar,सहार
sahaara,सहार
charavat,चरावत
bajavat,बजावत
phodi,फोड़ी
parayo,परायो
paraayo,परायो
khaun,कहाऊँ
mithi,मिठी
sanjog,संजोग
taqdiron,तक़्दीरों
kinhin,किन्हीं
bisraana,बिसराना
buhaarunga,बुहारूंगा
nihaarunga,निहारूंगा
safal,सफ़ल
sudhaar,सुधार
swapna,स्वपन
sangat,संगत
ekaant,एकान्त
andhiyaaro,अंधियारों
tui,तुई
kateeli,कटीली
julm,जुल्म
devar,देवर
kundi,कुंडी
jaalimaan,जालिमां
gharavaale,घरवाले
gharwale,घरवाले
khaliyaan,खलियान
kasake,कसके
dopahari,दोपहरी
chubhaayen,चुभाएं
shaava,शावा
shawa,शावा
bahako,बहको
hadippa,हड़िप्पा
hadippaa,हड़िप्पा
samajhati,समझती
samajti,समझती
samajhti,समझती
barasaayen,बरसाएं
barasaaen,बरसाएं
aankh,आँक
gaayen,गायेँ
jhumbe,झुम्बे
jumhe,जुम्हे
vasena,वसेना
paakuu,पाकू
kve,क्वे
humbe,हुम्बे
agge,अग्गे
pichchhe,पिच्छे
agadam,अगड़म
bagadam,बगड़म
loggo,लोग्गो
danaadan,दनादन
dassa,दस्सा
lassi,लस्सी
chhipaayi,छीपाई
khaani,खानी
karan,करन
sant,सन्त
billaa,बिल्ला
qatalaan,क़तलाँ
siyaasi,सियासी
ase,असे
ravaanagi,रवानगी
mudane,मुड़ने
aaram,आरम
dariyaaon,दरियाओं
dariyaayon,दरियाओं
bahaare,बहारे
guna,गुना
tuk,तुक
baka,बका
udak,उदक
bhaagam,भागम
bak,बक
buk,बुक
chyuunti,च्यूँटी
chikbuk,चिक्बुक
sanaasan,सनासन
tik,तिक
tirik,तिरिक
rakhongi,रखूँगी
rakhungi,रखूँगी
saanvare,सांवरे
saanware,सांवरे
hovai,होवै
teere,तीरे
peeharvaa,पिहरवा
sogvaar,सोगवार
pakhaawaj,पखावज
chhalti,छलती
baandha,बांधा
bhulaayen,भुलाएं
dooba,दूबा
sisakiyon,सिसकियों
jigar,जिग़र
sahegi,सहेगी
sawaaroon,सवारूँ
duubana,डूबना
doobna,डूबना
rishata,रिशता
udaayein,उड़ायें
bagaan,बगान
bagaanon,बगानों
titasa,तितसा
panchi,पंची
bichhaaoon,बिछाऊँ
bichhaoo,बिछाऊँ
bezubaani,बेज़ुबानी
bhadakaaen,भड़काएं
tope,तोपे
lele,लेले
leloon,लेलूँ
bikhraye,बिखराए
jagata,जगता
jaagataa,जगता
lipatana,लिपटना
lipatna,लिपटना
tilismaat,तिलिस्मात
nichoda,निचोड़ा
aasmanon,आस्मनों
nikhari,निखरी
saramaat,सरमात
naghamaat,नग़्हमात
ruuthanevaali,रूठनेवाली
khayaalaat,ख़्हयालात
sanwarti,संवरती
sanvarati,संवरती
harq,हर्क़
lapet,लपेट
fasil,फ़सिल
chakke,चक्के
chhotu,छोटू
chotu,छोटू
lallu,लालू
pakke,पक्के
tedi,टेढ़ी
tedhi,टेढ़ी
khologe,खोलोगे
sandeshaa,सन्देशा
sahalaataa,सहलाता
sahalaata,सहलाता
doharaao,दोहराओ
tumhri,तुमरी
tumri,तुमरी
gapama,गपम
remaga,रेमग
nisagamaga,निसगमग
sagama,सगम
panigama,पनिगम
panisa,पनिस
ninipa,निनिप
bansiya,बँसिया
poonchho,पूँछो
lala,लला
lalaa,लला
dahaade,दहाड़े
bansi,बनसी
jalaaoonga,जलाऊँगा
dikhalaaoonga,दिखलाऊँगा
lagi,लगि
khus,खुस
tohari,तोहरी
tohri,तोहरी
khusabu,खुसबू
siyaabar,सियाबर
ramachandra,रमचन्द्र
put,पुत
hanumaan,हनुमान
kaas,कास
partaapi,पर्तापी
gyaani,ग़्यानी
bitiya,बितिया
chakora,चकोरा
chhini,छीनी
lautaae,लौटाए
sanjo,संजो
anurodh,अनुरोध
aap,अप
ap,अप
buniyaad,बुनियाद
sharamaataa,शरमाता
sharamaata,शरमाता
sharmaata,शरमाता
banaaunga,बनाऊँगा
banaoonga,बनाऊँगा
bharunga,भरूँगा
darunga,डरूँगा
ajaayabakhaana,अजायबखाना
bhainson,भैंसों
silva,सिलवा
terah,तेरह
billiyon,बिल्लियों
tikona,तिकोना
sikhaati,सिखाती
bhadakne,भड़कने
aaho,आहो
churaaundi,चुराऊंदी
lutaavaan,लुटावां
basaavaan,बसावां
todkar,तोड़कर
todakar,तोड़कर
bahaaun,बहाऊँ
jhukega,झुकेगा
shuqr,शुक़्र
giroge,गिरोगे
girenge,गिरेंगे
sazda,सज़दा
choomegi,चूमेगी
daudega,दौड़ेगा
sonava,सोनवा
chhitar,छितर
chhotaba,छोटबा
nainna,नैंना
nainaa,नैंना
chalali,चलली
bidesava,बिदेसवा
duaar,दुआर
nisaani,निसानी
baabula,बाबुला
dhaari,धारी
baheliya,बहेलिया
meharabaaniyaan,मेहरबानियां
nihaaniyaan,निहानियां
javaaniyaan,जवानियां
jawaaniyaa,जवानियां
lagaayenge,लगाएंगे
lagayenge,लगाएंगे
seenche,सींचे
vaju,वजू
dhadakega,धड़केगा
riwaaz,रिवाज
reevaaj,रिवाज
kharidoge,खरीदोगे
dikhayega,दिखाएगा
dikhaayega,दिखाएगा
dikhaaega,दिखाएगा
barasaaye,बरसायें
todunga,तोड़ूंगा
chhipaanaa,छिपाना
jiyara,जीयरा
jaladi,जलदी
sochega,सोचेगा
lapak,लपक
sambhaalun,सम्भालूं
chhorie,छोरिए
chhorava,छोरवा
bataade,बतादे
lajaana,लजाना
qamar,क़मर
lachakati,लचकती
lachakti,लचकती
rasiye,रसिये
mastaana,मसताना
masataana,मसताना
hun,हुन
lah,लह
tumpe,तुम्पे
dehka,देह्का
kasmon,कस्मों
kasmo,कस्मों
razaamand,रज़ामन्द
buland,बुलन्द
guzaaro,गुज़ारो
bahaaro,बहारो
baharo,बहारो
dopehro,दुपहरों
uthake,उठाके
ghulne,घुलने
galne,गलने
galane,गलने
dubkiyaa,डुबकियाँ
dekhna,देखन
dekhan,देखन
bunty,बंटी
bubbly,बबली
marda,मारदा
sochiya,सोचिया
tum,तम
boliyon,बोलियों
baabbaa,बाब्बा
kaamayaabii,कामयाबी
bajuu,बजू
tola,तोला
chole,चोले
pyaale,पयाले
payaale,पयाले
khelti,खेलती
khelati,खेलती
dikhaakar,दिखाकर
pardanashiinon,पर्दनशीनों
milaayi,मिलायी
dilvaale,दिल्वाले
sikhaayi,सिखायी
maangte,मांगते
maangate,मांगते
kholti,खोलती
shalo,शालों
pingala,पिंगला
prahar,प्रहर
karnahaar,कर्नहार
kesar,केसर
linhi,लीन्ही
jagaavo,जगावो
niramohi,निरमोही
niranjan,निरन्जन
japo,जपो
udaayein,उडायें
jaapaan,जापान
japan,जापान
yane,याने
girengi,गिरेंगी
awwalapana,अव्वलपना
aakirapana,आख़िरपना
baatilapana,बातिलपना
zaahilapana,ज़ाहिलपना
tamannaao,तमन्नाओ
duaayen,दुआयें
duaayein,दुआयें
duvaayein,दुआयें
jannaton,जन्नतों
hilaata,हिलाता
girebaan,गिरेबाँ
ulajhane,उलझने
zahan,ज़हन
kuddaar,ख़ुद्दार
rindaana,रिंदाना
fuzuul,फ़ुज़ूल
mariz,मरीज़
ranginio,रंगीनियों
ranginiyon,रंगीनियों
tamannaabar,तमन्नाबर
aahaten,आहटें
numaai,नुमाई
ehasaan,एहसाँ
ehsaan,एहसाँ
milaayin,मिलाईं
bihaar,बिहार
dulahan,दुलहन
dulhan,दुलहन
kalap,कलप
kalapaao,कलपाओ
khidi,खिड़ी
ge,गे
yaari,यारि
parat,परत
rahat,रहत
toluun,तोलूँ
khwaahishen,ख़्वाहिशें
jadte,जड़ते
unme,उनमें
unmein,उनमें
unamen,उनमें
sharmile,शर्मीले
tadpaaye,तड़पायें
thukraaoon,ठुकराऊँ
pudchya,पुड्च्या
jholiyon,झोलियों
gariban,गरीबन
jhopade,झोपड़े
visarjan,विसर्जन
chuk,चूक
tikhe,तीखे
hamazubaan,हमज़ुबाँ
jalaake,जालाके
dasane,डसने
doharaa,दोहरा
dohara,दोहरा
samaake,समाके
ikhtiyaar,इख़्ह्तियार
jhamelon,झमेलों
baskar,बसकर
baaraaton,बारातों
dhundale,धुंदले
fanda,फ़न्दा
bali,बलि
jivanaveli,जीवनवेली
bandhaaya,बँधाया
pulakit,पुलकित
bikungi,बिकूँगी
kamasini,कमसिनी
kamsini,कमसिनी
berahami,बेरहमी
gohar,गोहर
peparon,पेपरों
varane,वरने
lalachaayenge,ललचाएंगे
guzaro,गुज़रो
ajay,अजय
kataavaar,ख़तावार
gunaahagaar,ग़ुनाहगार
baandhon,बाँधों
duubakar,डूबकर
rehane,रेहने
chaaq,चाक़
ayegaa,अयेगा
muskaraayegaa,मुस्करायेगा
chaandi,चाँदि
hanste,हँस्ते
jhuriryon,झुरिर्यों
chhallon,छल्लों
challon,छल्लों
tiilon,टीलों
tilon,टीलों
chahat,चहत
jhagadna,झगड़ना
daramiyaan,दरम्यां
dabadabaane,दबदबाने
lauten,लौटें
naakhudaa,नाख़ुदा
naakhuda,नाख़ुदा
naakuda,नाख़ुदा
giraate,गिराते
mujhas,मुझस
paduungi,पड़ूंगी
laguun,लगूं
nichod,निचोड़
chipaayega,छिपाएगा
chipayega,छिपाएगा
majaal,मज़ाल
mazaal,मज़ाल
majhaal,मज़ाल
daaliyo,डालियों
vaaro,वारो
rachaao,रचाओ
aanchalo,आँचलों
padhane,पढ़ने
stori,स्टोरी
hiroinh,हिरोइन्
hiro,हीरो
hiiro,हीरो
heero,हीरो
hero,हीरो
maakaa,माका
naakaa,नाका
chhuo,छुओ
vilan,विलन
patangen,पतंगें
filmon,फ़िल्मों
sin,सीन
naachungaa,नाचूंगा
chadhaaya,चढ़ाया
iraada,इराद
beimaani,बेइमानी
sikhalaane,सिखलाने
pehchaano,पहचानो
pahachaano,पहचानो
pehchano,पहचानो
paris,पैरिस
pairis,पैरिस
mudassim,मुदस्सिम
krishna,कृष्णा
krishhna,कृष्णा
kadaki,कड़की
kadakii,कड़की
kadki,कड़की
chalava,चलवा
doorabin,दूरबीन
asaami,असामी
araji,अरजी
lelo,लेलो
nashile,नशीले
bekason,बेकसों
panjon,पंजों
muusaa,मूसा
musa,मूसा
moosa,मूसा
meharabaaniyon,मेहरबानियों
beton,बेटों
kitaab,ख़िताब
paanavaali,पानवाली
rogon,रोगों
gilori,गिलोरी
buudhe,बूढ़े
jame,जमे
madhubala,मधुबाला
madhubaala,मधुबाला
palat,पलत
viiranaa,वीरना
sharmaanewaale,शरमानेवाले
nikhraa,निखड़ा
qurbaan,क़ुरबाँ
qurabaan,क़ुरबाँ
tadpaanewaale,तड़पानेवाले
ina,ईना
bhuulengi,भूलेंगी
ramaayein,रमायें
vafaadaaron,वफ़ादारों
dahi,दही
zoron,ज़ोरों
pehanke,पहनके
pahanake,पहनके
dhoti,धोती
kankar,कंकर
daalkar,डालकर
bhel,भेल
kutubameenar,कुतुबमीनार
pote,पोते
ganja,गंजा
karavaake,करवाके
fut,फ़ुट
sabha,सभा
havaai,हवाई
hawaai,हवाई
havaayi,हवाई
jahaaj,जहाज
behayaayi,बेहयाई
gaayungi,गाउँगी
gaaungi,गाउँगी
badhaavo,बढ़ावो
bhuulane,भूलने
bhoolne,भूलने
bhulane,भूलने
beqadare,बेक़दरे
beekadre,बेक़दरे
khelate,खेलते
saramaaya,सरमाया
guftagu,गुफ़्तगू
guftaguu,गुफ़्तगू
umidi,उमीदी
itaraaye,इतराये
itraaye,इतराये
itraye,इतराये
mehboobon,महबूबों
bandho,बांधो
tagdi,तगड़ी
chedonga,छेड़ूँगा
chhedoonga,छेड़ूँगा
sharafat,शराफ़त
laakar,लाकर
palate,पलटे
yaan,याँ
likhaao,लिखाओ
lutegi,लुटेगी
lambu,लम्बू
jagamagaaye,जगमगाए
jagamagaae,जगमगाए
jagmagaaye,जगमगाए
kaamayaab,कामया
aafataab,आफ़्ताब
qaayanaat,क़ायनात
kaaynaat,क़ायनात
hunda,हुंदा
jaagada,जागदा
raatin,रातीं
haariyaan,हारियाँ
baariyaan,बारियाँ
baariyan,बारियाँ
tereyaan,तेरेयाँ
vichodeyaan,विछोड़ेयाँ
ag,अग
channaan,चन्नां
kalli,कल्ली
kaagaan,कागां
rondiyaan,रोंदियाँ
sadaraan,सदरां
vichaariyaan,विचारियाँ
raataan,रातां
kite,किते
kithe,किते
lagge,लग्गे
vekhaan,वेखां
kolon,कोलों
rangarut,रंगरूट
rangaruut,रंगरूट
ful,फ़ुल
ghumaa,घूमा
sinh,सिंह
sailyut,सैल्यूट
baksaa,बक्सा
baksa,बक्सा
daakuon,डाकुओँ
lalakaaraa,ललकारा
lalakaara,ललकारा
kitaaben,किताबें
kitaabein,किताबें
manchalaa,मनचला
manachala,मनचला
manchala,मनचला
kharida,खरीदा
indira,इन्दिरा
navaazish,नवाज़िश
navazish,नवाज़िश
awaarapaan,आवारापन
aawaaraapan,आवारापन
banjarapaan,बंजारापन
ugta,उगता
zabardast,जबरदस्त
phuljhadi,फुलझड़ी
chikni,चिकनी
chikani,चिकनी
chikanii,चिकनी
domahalon,दोमहलों
chandrakiran,चन्द्रकिरन
upaban,उपबन
havaladaar,हवलदार
bachapane,बचपने
kaatani,काटनी
sho,शो
jaadui,जादुई
andhkaar,अँधकार
lobh,लोभ
kaayii,कायी
pilaayein,पिलायें
dosto,दोस्तो
zulmat,ज़ुल्मत
aashiqi,आशीक़ी
daar,दार
avagun,अवगुन
avgun,अवगुन
samadarasi,समदरसी
kahaay,कहाय
ganga,गन्गा
paro,परो
gangaajal,गन्गाजल
garo,गरो
soor,सोओर
sudharo,सुधरो
dushmanom,दुश्मनोम
kataana,कटाना
karma,कर्मा
likhaaya,लिखाया
dhoondunga,ढूँढूँगा
itaraati,इतराती
itaraatii,इतराती
bitaayein,बिताएँ
bitaayen,बिताएँ
kunyiya,कुंइया
maruungi,मरूंगी
chauke,चौके
chulhe,चुल्हे
rassi,रस्सी
dhamaaka,धमाका
dhamaakaa,धमाका
pudiya,पुड़िया
pataakha,पटाखा
pataakhaa,पटाखा
jinaan,जिनां
nuun,नूं
pallu,पल्लू
jhuumari,झूमरी
kunvaara,कुंवारा
jinnaan,जिन्नां
aappe,आप्पे
gaambe,गाम्बे
va,व
yammaa,यम्मा
yamma,यम्मा
kabhin,कभीं
haau,हाऊ
baate,बाते
aazmati,आज़माती
saudebaazi,सौदेबाज़ी
chadhane,चढ़ने
jatke,झटके
romaani,रूमानी
gada,घड़ा
uljhaayaa,उलझाया
suljhaayaa,सुलझाया
mulaaqaaton,मुलाक़ातों
gustaakhiyon,ग़ुस्ताख़ियों
gustaakiyon,ग़ुस्ताख़ियों
maayusi,मायूसी
mayusi,मायूसी
dahari,दहरी
bichauna,बिचौना
sakhaare,सखारे
motiye,मोतिये
naazaan,नाज़ाँ
naajaan,नाज़ाँ
nazan,नाज़ाँ
ghadiyaan,घड़ियां
jalke,जलके
jalake,जलके
mohabbat,मोहाबत
muskuraye,मुस्कुरायें
muskuraaye,मुस्कुरायें
pahachaahoon,पहचाहूँ
jhapakana,झपकना
maanon,मानों
maano,मानों
zaamin,ज़ामिन
ravaan,रवां
machalein,मचलें
chuke,छूके
sharmai,शरमाई
sharmaai,शरमाई
nibhati,निभती
gunahagaaron,गुनहगारों
chhinte,छींटे
bevaquufi,बेवक़ूफ़ी
shaabaa,शाबा
savaariyaan,सवारियाँ
taiyyaariyaan,तैय्यारियाँ
panahaariyaan,पनहारियाँ
paheliyaan,पहेलियाँ
paheliyan,पहेलियाँ
meriyaa,मेरिया
raataa,राता
giniyaa,गिनिया
akeliyaan,अकेलियाँ
zindaabaad,ज़िंदाबाद
tedii,तेड़ी
medhii,मेढ़ी
ladaayegaa,लड़ायेगा
jaayega,जायेग
meerii,मेएरी
sipahiyaa,सिपहिया
chatan,चटन
kandaa,कंदा
thaamna,थामना
alabelavaa,अलबेलवा
bhaavan,भावन
hindole,हिंडोले
men,मं
man,मं
pahachaanoge,पहचानोगे
bose,बोसे
naai,नाई
ghodeji,घोड़ेजी
hazaamat,हज़ामत
bag,बग
mandi,मंडी
charabi,चरबी
arabi,अरबी
maarungi,मारुँगी
sutali,सुतली
saukin,सौकीन
aadi,आदी
baadaami,बादामी
saraab,सराब
sog,सोग
taariki,तारीकी
bahaaraan,बहाराँ
bahaara,बहाराँ
nigaaraan,निगाराँ
golta,घोलता
garane,घराने
asad,असद
kuz,कुज़
anzaam,अंज़ाम
gaune,गौने
bharti,भरती
usapar,उसपर
lalachaaen,ललचाएं
aaye,आअये
andhi,अन्धी
andhii,अन्धी
sanyaa,संया
kishorii,किशोरी
gopiyaan,गोपियाँ
charan,चरन
sukumaariyaan,सुकुमारियाँ
phulawaariyaan,फुलवारियाँ
daayen,दायें
baayen,बायें
chanchalaayen,चंचलायें
jhaanjhan,झाँझन
goriyaan,गोरियाँ
lataaon,लताओं
chunariyaan,चुनरियाँ
gumbad,गुम्बद
matawaaliyaan,मतवालियाँ
lalach,ललच
dhim,ढिम
kadamb,कदम्ब
daaminiyaan,दामिनियाँ
ullaas,उल्लास
mahaakaal,महाकाल
paataal,पाताल
kaal,काल
chakit,चकित
baawalaa,बावला
kaamanaa,कामना
kamana,कामना
kaamana,कामना
bhaawanaao,भावनाओ
sust,सुस्त
haveli,हवेली
pahunchati,पहुंचती
palatati,पलटती
gharondon,घरोंदों
naashaadiyaan,नाशादियाँ
samayi,समयी
patala,पतला
fiqr,फ़िक़्र
fiqra,फ़िक़्र
take,तके
bahaao,बहाओ
lutaao,लुटाओ
raftaare,रफ़्तारें
haare,हारें
duaare,दुआरे
hamein,हमैं
sijiya,सिजिया
pahachaanu,पहचानूं
pehachaanu,पहचानूं
pehchaanoon,पहचानूं
dilaaun,दिलाऊं
gustakhiyan,गुस्ताखियाँ
qurbaan,कुरबान
kurabaan,कुरबान
rotiyaan,रोटियाँ
rotiyaa,रोटियाँ
goliyaan,गोलियाँ
mulq,मुल्क़
baharon,बहरों
rehne,रेने
intazaari,इंतज़ारी
intezari,इंतज़ारी
samone,समोने
modon,मोड़ों
naaraayan,नारायण
raj,रज
gaj,गज
priti,प्रीती
govindam,गोविन्दम
gopaalam,गोपालम
chitram,चित्रम
kishoram,किशोरम
sitaaram,सितारम
anek,अनेक
aashirvaadam,आशीर्वादम
raamam,रामम
shyaamam,श्यामम
dilipakumaaram,दिलीपकुमारम
premapujaari,प्रेमपुजारी
devaanandam,देवानन्दम
rupapujaari,रूपपुजारी
es,एस
nilamakamalam,नीलमकमलम
yaadam,यादम
suniladattam,सुनीलदत्तम
ittefaaqam,इत्तेफ़ाक़म
uchhalamakudam,उछलमकूदम
mahamudam,महमूदम
indr,इन्द्र
